Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Wilderness_Area,Soil_Type,Cover_Type
2421,31,19,-11.1,-57.1,-1829.4,-358.4,164,163,224,1,1,2
2769,215,1,-131.9,38.9,-1373.3,-1609.4,49,103,108,1,4,2
2251,32,41,-149.8,23.5,-1153.6,-119.6,139,202,122,2,5,2
1951,149,37,-117.5,-10.3,1251.4,-2623.7,228,196,93,2,6,3
1842,97,21,-578.3,-68.8,1619.2,143.9,19,151,136,1,3,3
2683,11,14,404.1,44.6,1312.0,-168.0,233,85,20,3,4,6
2179,175,6,-53.7,-37.3,-2096.5,-945.0,23,44,120,2,4,5
2620,189,6,97.4,-1.1,-1835.0,1118.4,138,91,57,3,1,2
2904,255,42,8.8,-42.2,-1354.9,-1390.0,83,147,134,3,2,2
2327,250,6,-91.4,35.0,6.0,138.3,185,14,87,2,5,2
1916,236,8,69.8,-22.0,646.9,907.1,107,118,105,0,2,3
2995,59,38,-339.8,-6.6,-63.1,82.7,133,137,98,3,2,2
3274,337,37,21.8,49.1,1424.3,-319.1,168,25,156,1,0,1
2285,59,10,65.8,-82.1,1686.5,1440.3,16,129,99,1,3,2
2379,314,32,25.3,-19.0,-261.1,-1037.0,215,1,233,1,1,6
2335,72,43,-42.3,-86.8,-392.8,-464.6,81,68,143,0,4,2
2710,102,22,45.3,-55.0,872.9,-767.6,103,91,154,3,4,2
2588,284,23,-333.0,-56.6,1330.9,-732.9,126,51,247,1,6,6
2379,15,2,-205.6,8.9,-2845.3,180.1,63,21,165,3,4,2
3461,263,5,-131.9,31.0,-3643.7,1029.2,153,10,163,0,0,1
2729,342,39,229.5,4.1,-286.6,173.2,246,95,140,0,2,2
3015,210,29,145.9,1.6,-533.3,-694.6,17,78,103,1,5,1
2827,56,42,193.8,-3.4,3145.9,-535.6,138,137,254,2,3,2
3152,69,12,13.0,13.7,2745.3,1179.5,196,153,211,3,5,1
2473,187,9,-377.1,-12.0,-511.9,1740.8,156,139,239,1,6,2
2452,15,0,-98.8,-27.5,-331.0,-572.3,182,71,180,3,5,2
2803,225,20,216.0,-34.2,2468.6,1643.2,133,117,28,3,2,2
2471,22,5,371.1,-5.7,-801.9,289.3,218,161,128,0,0,2
2089,303,26,-267.1,-44.7,2681.3,-1330.1,203,188,204,3,5,2
2779,176,23,-138.5,13.1,976.6,-1219.8,137,143,92,3,2,2
2666,286,25,58.9,-27.5,2094.4,-1006.1,222,53,57,2,1,4
3037,9,0,76.8,-9.8,-2901.0,338.7,90,127,248,0,3,1
2518,290,14,268.0,-6.8,665.3,-527.1,211,102,99,0,6,2
2429,106,9,-45.3,77.4,-3366.8,-2083.5,237,158,252,2,3,2
2970,75,15,-149.0,106.9,-217.4,-105.9,118,113,215,2,2,2
2935,26,9,71.4,-52.5,2054.9,-2259.5,127,181,224,0,5,2
2875,44,7,-269.3,63.6,-516.5,974.6,236,167,45,1,6,2
3229,193,38,197.7,-7.6,-2170.8,-71.8,189,169,234,3,5,7
2004,133,4,-136.9,-82.9,1339.4,-771.1,9,30,64,3,6,2
2346,305,34,-158.4,-16.2,894.1,1916.2,234,62,201,1,2,2
2312,309,44,-199.5,9.2,1872.3,39.6,246,93,52,3,1,6
2371,147,44,-180.9,-49.8,861.2,-1053.3,187,157,165,2,2,2
2434,52,14,73.0,-45.7,-1692.7,985.9,111,15,27,1,0,2
2668,8,3,-32.0,17.6,1978.8,-450.7,73,220,134,2,4,5
2497,2,16,262.2,-38.6,1403.7,2361.1,155,26,154,3,2,2
2671,130,9,15.0,-24.0,939.1,779.3,176,15,130,2,3,5
2456,303,19,-197.7,67.0,-728.5,-578.3,79,137,174,3,6,2
3277,177,37,145.3,-0.1,2870.0,-752.0,253,94,147,2,0,4
3329,247,43,-242.8,-5.3,884.7,-992.3,16,54,0,1,1,1
2082,117,36,1.2,29.4,1916.7,653.0,205,156,86,2,4,2
2602,33,9,79.7,-18.9,1235.0,-398.4,125,45,147,3,5,2
2606,71,43,120.5,-80.6,-287.2,-408.7,61,241,208,3,1,2
2234,64,14,-12.8,13.8,-518.0,577.9,171,173,91,1,2,2
2861,38,43,-109.7,-1.2,-1124.1,747.2,14,93,24,2,2,2
2555,347,24,234.8,-40.8,-507.0,-1338.1,156,166,43,2,3,2
2413,95,0,-101.5,-71.9,957.7,332.3,66,32,109,2,1,4
2817,229,34,-181.8,37.7,-992.1,-1366.1,231,49,88,0,2,2
2037,41,4,-72.8,-10.1,357.6,1444.1,112,201,247,3,6,5
2412,217,16,85.0,-22.3,140.1,-364.0,152,25,30,0,2,2
1826,313,8,106.4,36.4,1617.4,-1505.1,126,141,131,1,3,3
2879,37,8,-91.5,-100.4,1656.6,-845.3,220,80,97,0,5,2
2482,169,19,-99.2,57.9,-1794.8,394.7,220,186,93,2,6,2
2794,200,34,-431.3,39.8,1151.5,-1170.8,226,71,189,0,4,2
2846,103,27,35.9,1.4,-968.8,-480.0,226,199,128,3,2,2
2610,245,21,-90.9,-22.4,-993.6,1493.2,177,236,226,0,5,2
2157,255,15,-113.2,46.6,-1505.8,-219.4,15,179,236,1,1,6
2224,186,2,69.6,74.0,-1223.1,398.2,157,176,147,1,2,2
2325,137,10,56.5,52.4,-1331.2,2004.9,85,17,222,0,5,6
2912,122,27,92.8,9.1,-1213.7,1375.5,92,131,93,2,1,4
2880,235,7,88.7,-16.1,-1050.6,884.9,50,83,201,0,3,2
2462,260,42,135.9,20.0,1565.2,1306.2,127,71,112,2,3,2
2778,6,43,-46.7,11.5,1732.3,560.9,65,161,200,3,2,2
2377,128,11,-297.2,-27.0,414.3,-123.6,200,116,253,1,4,2
2006,263,19,222.1,-10.3,-1618.9,-427.1,59,183,189,0,0,2
2545,113,38,-108.7,-16.3,-492.8,1280.7,143,62,235,1,1,2
2073,8,37,72.2,52.3,1453.5,1699.9,151,66,108,2,1,4
2695,1,9,407.6,-101.0,-200.4,970.5,62,50,112,1,4,2
2128,298,5,-100.6,69.0,4096.6,-416.4,87,99,85,1,2,2
2570,59,27,-278.2,32.9,1018.5,361.5,181,19,76,3,3,2
1949,47,37,-171.5,28.1,-3840.8,-1956.7,50,202,51,2,1,4
2803,344,3,19.1,-111.9,442.3,211.5,12,167,99,0,2,5
2667,179,25,-516.3,13.2,1889.0,444.9,208,4,131,1,4,6
2684,177,44,355.8,51.1,-498.3,433.1,92,111,211,2,5,2
2819,273,21,150.7,-23.2,1099.5,-2214.0,14,19,33,2,0,4
2950,28,16,223.2,-6.4,-1668.3,-1767.8,239,148,71,0,2,2
2718,107,28,-181.2,16.2,-2959.7,-501.5,183,155,69,1,2,2
2737,253,5,-53.4,-1.9,-819.8,-55.0,58,191,24,3,4,5
2346,89,13,-139.5,-3.5,-892.8,-665.5,232,108,63,3,3,2
2169,242,2,-359.7,74.5,1978.2,6.0,231,3,239,1,1,2
2720,171,35,52.1,-30.2,-1061.9,416.5,55,52,83,1,2,2
2382,216,23,-2.0,-8.7,517.0,-202.4,87,46,38,2,3,2
2764,290,22,-174.4,-20.6,-1373.7,-2316.9,150,8,113,1,5,2
1367,310,11,97.0,-38.9,685.7,-1055.4,83,29,89,1,6,3
2376,20,7,-173.1,39.6,-2165.9,518.2,70,208,2,1,1,2
2192,178,11,-14.4,-28.7,342.3,942.2,68,65,204,0,3,2
2673,52,0,72.5,2.6,228.7,370.9,154,75,29,0,4,5
2819,44,40,-393.8,72.7,220.8,-951.4,156,111,140,1,6,2
2202,331,9,205.6,53.2,-897.8,139.8,250,39,71,1,1,2
2189,280,21,177.8,-71.0,1630.8,-1223.4,0,65,227,1,6,6
3052,252,6,-105.8,73.2,-227.8,-1202.9,28,34,95,0,1,1
3061,31,38,-97.4,-95.0,-855.0,2076.8,6,32,121,3,0,1
2529,223,37,-159.2,-114.0,260.7,-128.9,114,136,170,2,1,4
2722,357,37,11.8,17.5,-4030.9,-1542.1,139,86,95,2,4,2
2645,182,8,69.4,34.3,1919.2,1043.7,189,173,15,2,5,2
1848,252,38,226.6,-25.9,-1326.4,1630.2,41,242,23,3,3,6
2138,136,5,-84.7,-18.4,1033.6,673.5,72,100,87,0,2,2
2927,17,0,183.9,-11.4,812.0,554.2,197,245,183,2,0,4
2564,159,39,18.9,-65.1,-273.5,-2014.5,231,9,147,2,5,6
2500,71,11,340.8,-25.9,760.2,814.5,145,69,254,1,6,2
2849,214,33,265.0,-19.3,-525.9,-1978.4,150,8,253,1,5,6
2619,118,11,-118.5,2.1,-275.8,-478.8,164,236,182,1,6,2
2672,89,38,-5.1,-43.7,-71.9,-33.6,28,46,223,1,0,6
1838,278,37,-178.9,-15.4,64.5,205.9,115,70,254,1,0,3
2250,150,8,-396.6,-24.7,653.5,835.9,117,66,195,0,2,2
2413,310,35,-105.4,-28.6,2728.4,436.0,176,4,238,1,6,6
2536,219,0,618.8,59.9,1907.1,2.0,252,175,199,0,5,2
2710,272,3,4.8,16.6,-1715.1,330.1,54,253,141,1,0,5
2547,102,3,395.2,-36.9,148.7,-424.9,180,62,171,1,5,2
2039,283,11,-251.7,71.6,-203.8,-174.7,232,204,69,0,0,2
2750,216,4,22.2,-25.2,790.4,-56.5,167,235,193,1,3,5
2306,92,31,-186.5,-60.7,2332.5,90.0,220,172,110,2,1,4
2648,115,18,-70.6,65.0,-604.3,632.0,101,37,171,1,4,2
2032,1,35,-268.8,24.0,-1487.7,-1107.4,244,64,223,1,0,6
2987,62,13,-213.7,-19.7,-2503.6,-978.0,221,212,202,2,6,2
2234,204,42,-15.1,-82.8,-4410.9,-889.5,66,182,169,0,5,2
1564,79,26,-292.0,41.7,1063.3,-63.6,88,196,94,2,5,3
1837,38,42,-398.3,-0.6,-2215.5,-1075.3,165,92,250,0,2,3
2509,122,34,128.3,3.5,-2782.1,-706.6,103,200,19,3,1,2
2636,348,7,145.3,-34.2,199.6,276.8,73,0,232,1,6,2
3384,329,7,301.6,-33.5,1571.9,53.3,40,219,186,0,0,1
2552,241,18,99.4,49.2,70.5,183.6,214,170,138,1,0,2
2525,183,21,-282.6,-14.1,1092.4,220.8,245,75,200,0,2,2
2460,354,27,-62.7,50.3,223.1,210.7,24,93,250,0,2,6
2518,331,31,-126.4,-76.9,-1422.7,2124.2,145,158,252,2,1,4
2323,24,19,-114.7,33.1,263.5,1421.5,150,67,167,2,1,4
2623,357,26,-117.7,-9.5,501.6,963.0,246,232,20,3,6,6
2213,123,5,69.8,21.6,11.4,-129.0,32,86,215,3,4,2
2537,91,36,71.9,-48.0,-1248.9,1.1,211,92,123,3,1,2
2756,258,9,60.4,36.2,839.5,-732.2,45,211,47,3,3,5
2273,101,0,-89.1,79.7,-2945.9,-56.3,251,141,159,0,6,2
2337,175,34,-50.2,-44.7,365.9,-1074.4,99,121,97,2,5,2
2468,72,8,171.7,15.6,3330.8,486.3,78,145,43,3,2,2
2719,114,13,49.6,0.2,-1886.8,2521.6,100,208,47,0,4,2
2201,126,23,35.4,-82.4,1752.5,-1147.9,85,134,245,0,5,2
3292,299,6,61.3,55.2,-1016.5,-1534.1,222,148,27,0,0,1
3015,332,19,-17.0,82.4,824.6,-465.0,151,103,186,0,4,1
2898,298,3,-133.1,34.5,3296.1,661.0,116,192,251,0,3,2
2685,129,27,-10.9,19.0,433.3,-520.3,185,242,237,2,6,2
2173,27,33,-193.1,-0.5,-1177.8,-142.6,43,237,238,1,0,6
2026,335,31,89.6,-35.9,2818.0,-1231.7,158,209,34,2,3,2
2515,289,9,-47.0,53.5,448.9,1238.2,116,231,27,2,5,5
2570,71,26,252.9,-22.7,-3338.5,-244.9,125,125,137,1,6,2
1987,61,33,180.0,-20.9,217.5,-324.7,12,191,168,1,1,3
2242,252,9,122.7,-27.5,-1996.5,1854.5,72,110,167,2,3,2
3321,281,34,-266.7,82.8,57.1,47.8,42,161,246,1,6,6
2671,284,35,40.9,16.4,398.3,-470.5,78,162,127,0,1,2
2231,148,11,-233.3,11.1,518.0,485.9,68,165,45,2,6,2
2194,46,43,221.7,-24.5,1258.6,-2015.8,71,142,201,2,2,2
2203,141,19,-81.2,68.4,545.1,-1726.9,70,211,2,1,2,6
2634,335,2,302.2,63.3,699.0,1199.9,94,223,161,0,6,2
2537,331,41,-99.1,77.2,-647.3,508.0,21,244,158,3,2,6
2836,4,44,170.1,-30.8,265.0,502.5,219,54,61,2,3,2
1904,274,6,97.9,28.9,-4166.4,-878.2,214,2,118,2,3,3
2973,264,7,115.6,-32.9,-1762.0,-1703.4,221,177,99,0,1,2
3093,196,27,-71.5,48.7,-789.9,440.5,131,75,40,1,4,1
2569,109,42,119.6,82.1,-1776.9,-384.5,163,27,48,1,1,2
2043,246,31,134.5,26.1,551.2,-883.2,123,65,105,1,5,2
2587,359,27,16.5,-26.9,-1871.1,1119.1,195,124,29,1,2,2
2714,355,18,-34.9,73.5,1334.1,-21.0,48,55,253,0,5,6
2530,88,18,147.6,-120.2,-1610.0,-213.8,195,208,136,0,0,2
2602,279,17,-49.0,12.2,-898.4,-1250.0,238,142,12,3,4,6
2214,294,28,-66.4,59.6,-1686.0,-1199.9,178,175,246,0,0,2
2448,352,12,-234.3,-34.9,1918.0,807.3,233,8,190,2,4,6
1993,42,32,31.2,-7.9,796.7,825.4,163,124,110,3,0,3
3069,344,27,-378.4,-41.4,664.5,589.9,142,162,120,2,6,1
